皮肤ID,卡牌组ID,皮肤图片,皮肤图片名,下牌动画,提示文字,皮肤显示时间,是否是特殊异画皮肤,外框名,异画皮肤ICON点击TIPS,异画ICON文件名,皮肤短描述,皮肤长描述,获取途径,升级解锁皮肤等级,异画标记图片名,获得方式,部署音效,死亡音效,皮肤录像
190082,19008,prototype_alice_lv2,原型兵器爱丽丝,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,被作为所有童话兵器起源的少女，现在沉眠于没有战斗的梦境之中。,,,4,,,,,
190091,19009,depravation_alie_lv1_md,恶化兵器爱丽,,,2023|4|20|0|0|0,0,skin_dec,,,以爱丽丝为原型改造的真正战斗兵器，率领童话军团掀起了对创造者的叛乱。,,,1,,,,,
190092,19009,depravation_alie_lv2_md,恶化兵器爱丽,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,以爱丽丝为原型改造的真正战斗兵器，率领童话军团掀起了对创造者的叛乱。,,,4,,,,,
190093,19009,depravation_alie_special1,未来兵器爱丽,,新卡预购赠送,2023|10|1|0|0|0,1,skin_dec2,未来兵器爱丽,skin_depravation_alie,“这身铠甲令我很不舒服，但是我想它能帮助我回到过去，改变我们的命运。”,,,2,special_rare,,monster_autogirl_down,monster_autogirl_die,
110451,11045,outbreak_pasta_lv1,暴走意面,,,2023|12|25|0|0|0,0,skin_dec,,,每月都可以收到数起奔跑者被自己绊倒的报告。,,,1,,,,,
110452,11045,outbreak_pasta_lv2,暴走意面,,升级至4级解锁,2023|12|25|0|0|0,0,skin_dec,,,每月都可以收到数起奔跑者被自己绊倒的报告。,,,4,,,,,
110453,11045,outbreak_pasta_special2,暴走意面--神兵,special_skin,通行证任务解锁,2030|12|25|0|0|0,1,skin_dec2,,skin_outbreak_pasta,“准备好了吗？现在逃离餐厅！”,,,2,special_epic,,,,
110461,11046,tableware_lv1,餐具组合,,,2024|10|20|0|0|0,0,skin_dec,,,大巧若拙，大智若愚。,,,1,,,,,
120441,12044,fools_lv1,愚者,,,2024|10|20|0|0|0,0,skin_dec,,,大巧若拙，大智若愚。,,,1,,,,,
120442,12044,fools_lv2,愚者,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,大巧若拙，大智若愚。,,,4,,,,,
120451,12045,cheering_gloves_lv1,欢呼手套,,,2024|10|20|0|0|0,0,skin_dec,,,替你鼓掌的可不都是你的队友。,,,1,,,,,
120461,12046,dessert_chef_lv1,机械甜点师,,,2024|10|20|0|0|0,0,skin_dec,,,“甜点来了~甜点来了~”,,,1,,,,,
130431,13043,sleepbear_lv1,枕边小熊,,,2024|10|20|0|0|0,0,skin_dec,,,“我好像……看到那只熊动了一下……”,,,1,,,,,
130432,13043,sleepbear_lv2,枕边小熊,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,“我好像……看到那只熊动了一下……”,,,4,,,,,
130441,13044,silent_lock_lv1,静之锁,,,2024|10|20|0|0|0,0,skin_dec,,,连心灵都能锁住。,,,1,,,,,
130451,13045,blue_key_lv1,蓝钥匙,,,2024|2|16|0|0|0,0,skin_dec,,,“嘿，买钥匙么？能打开静之锁的钥匙。”,,,1,,,,,
140431,14043,foglamp_lv1,雾灯,,,2024|10|20|0|0|0,0,skin_dec,,,请勿打开瓶盖。,,,1,,,,,
140432,14043,foglamp_lv2,雾灯,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,请勿打开瓶盖。,,,4,,,,,
140433,14043,foglamp_special1,雾灯--神灯,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,,skin_foglamp,现在，可以开始许愿了……,,,2,special_epic,,,,
140441,14044,special_graphite_lv1,特制石墨,,,2024|10|20|0|0|0,0,skin_dec,,,一滩有毒物质。,,,1,,,,,
150441,15044,cursed_doll_lv1,傀儡娃娃,,,2024|2|16|0|0|0,0,skin_dec,,,这种娃娃只会带来噩梦。,,,1,,,,,
150442,15044,cursed_doll_lv2,傀儡娃娃,,升级至4级解锁,2024|2|16|0|0|0,0,skin_dec,,,这种娃娃只会带来噩梦。,,,4,,,,,
150451,15045,white_rabbit_lv1,白兔先生,,,2024|10|20|0|0|0,0,skin_dec,,,“别靠近那个少女，她不像你们想象的那么简单。”,,,1,,,,,
150461,15046,self_eatter_lv1,自食者,,,2024|10|20|0|0|0,0,skin_dec,,,这种恐怖的生物疯狂起来连自己都咬。,,,1,,,,,
230671,23067,dream_pillow,眠梦枕,,,2023|11|16|0|0|0,0,skin_dec,,,“如果爱丽丝不想从梦中醒来，谁也无法叫醒她。”,,,1,,,,,
240671,24067,dream_pillow,眠梦枕,,,2023|11|16|0|0|0,0,skin_dec,,,“如果爱丽丝不想从梦中醒来，谁也无法叫醒她。”,,,1,,,,,
260671,26067,dream_pillow,眠梦枕,,,2023|11|16|0|0|0,0,skin_dec,,,“如果爱丽丝不想从梦中醒来，谁也无法叫醒她。”,,,1,,,,,
220681,22068,fool_headband,愚者头箍,,,2024|10|20|0|0|0,0,skin_dec,,,愚者千虑，必有一得。,,,1,,,,,
250681,25068,fool_headband,愚者头箍,,,2024|10|20|0|0|0,0,skin_dec,,,愚者千虑，必有一得。,,,1,,,,,
260681,26068,fool_headband,愚者头箍,,,2024|10|20|0|0|0,0,skin_dec,,,愚者千虑，必有一得。,,,1,,,,,
310511,31051,cirrus,触须法杖,,,2023|11|24|0|0|0,0,skin_dec,,,相传用古神的触手所制。,,,1,,,,,
340511,34051,cirrus,触须法杖,,,2023|11|24|0|0|0,0,skin_dec,,,相传用古神的触手所制。,,,1,,,,,
350511,35051,cirrus,触须法杖,,,2023|11|24|0|0|0,0,skin_dec,,,相传用古神的触手所制。,,,1,,,,,
360511,36051,cirrus,触须法杖,,,2023|11|24|0|0|0,0,skin_dec,,,相传用古神的触手所制。,,,1,,,,,
310521,31052,creeping_fork,餐厅凶器,,,2024|10|20|0|0|0,0,skin_dec,,,食物吃在嘴里是没毒的，但是被插进身体里就不一定了。,,,1,,,,,
320521,32052,creeping_fork,餐厅凶器,,,2024|10|20|0|0|0,0,skin_dec,,,食物吃在嘴里是没毒的，但是被插进身体里就不一定了。,,,1,,,,,
330521,33052,creeping_fork,餐厅凶器,,,2024|10|20|0|0|0,0,skin_dec,,,食物吃在嘴里是没毒的，但是被插进身体里就不一定了。,,,1,,,,,
340521,34052,creeping_fork,餐厅凶器,,,2024|10|20|0|0|0,0,skin_dec,,,食物吃在嘴里是没毒的，但是被插进身体里就不一定了。,,,1,,,,,
350521,35052,creeping_fork,餐厅凶器,,,2024|10|20|0|0|0,0,skin_dec,,,食物吃在嘴里是没毒的，但是被插进身体里就不一定了。,,,1,,,,,
360521,36052,creeping_fork,餐厅凶器,,,2024|10|20|0|0|0,0,skin_dec,,,食物吃在嘴里是没毒的，但是被插进身体里就不一定了。,,,1,,,,,
400331,40033,tusk,毒牙,,,2024|1|25|0|0|0,0,skin_dec,,,这种毒牙被制成暗器后，比在它的原主人嘴中更可怕。,,,1,,,,,
190101,19010,red_hood_lv1,森林少女 小红帽,,,2023|8|1|0|0|0,0,skin_dec,,,被人类抚养长大的人狼少女，在没人见到的月夜会显出本来的面貌。,,,1,,,,,
190111,19011,wolf_red_lv1,月夜孤狼 小红帽,,,2030|1|1|0|0|0,0,skin_dec,,,被人类抚养长大的人狼少女，在没人见到的月夜会显出本来的面貌。,,,1,,,,,
190151,19015,red_hood_lv1,森林少女 小红帽,,,2030|1|1|0|0|0,0,skin_dec,,,被人类抚养长大的人狼少女，在没人见到的月夜会显出本来的面貌。,,,1,,,,,
190102,19010,red_hood_special1,天真无邪 小红帽,,新卡预购赠送,2023|8|1|0|0|0,1,skin_dec2,天真无邪 小红帽,skin_red_hood,我只是想去看望我的外婆而已啊。,,,2,special_rare,,,,
190121,19012,monkey_commander_lv1,军团长 秀吉,,,2023|12|25|0|0|0,0,skin_dec,,,从步兵中依靠履历战功而升级成为指挥官，如果再积累功勋，会不会有更了不起的成就呢？,,,1,,,,,
190131,19013,hideyoshi_lv1,日轮之太阁 秀吉,,,2030|1|1|0|0|0,0,skin_dec,,,人要想出人头地，绝不能在别人面前露出丝毫惊惶、困惑、悲伤的神色。,,,1,,,,,
190122,19012,monkey_commander_special1,出人头地 秀吉,,新卡预购赠送,2030|12|25|0|0|0,1,skin_dec2,出人头地 秀吉,skin_commander,人要想出人头地，绝不能在别人面前露出丝毫惊惶、困惑、悲伤的神色。,,,2,special_rare,,,,
190141,19014,cowboy_weaver_lv1,星界情侣 牛郎织女,,,2030|1|1|0|0|0,0,skin_dec,,,别瞎说，我们很相爱！,,,1,,,,,
120471,12047,nobunaga_lv1,天魔将军,,,2024|10|20|0|0|0,0,skin_dec,,,全弹发射，让这些上古的名将们，消失在暗影中吧！,,,1,,,,,
120472,12047,nobunaga_lv2,天魔将军,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,全弹发射，让这些上古的名将们，消失在暗影中吧！,,,4,,,,,
120481,12048,fox_counselor_lv1,狐狸参谋,,,2024|10|20|0|0|0,0,skin_dec,,,计谋胜于弓矢。,,,1,,,,,
120482,12048,fox_counselor_lv2,狐狸参谋,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,计谋胜于弓矢。,,,4,,,,,
120491,12049,bear_general_lv1,巨熊将军,,,2024|10|20|0|0|0,0,skin_dec,,,传说北陆的巨熊可以将飞鸟击落。,,,1,,,,,
120492,12049,bear_general_lv2,巨熊将军,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,传说北陆的巨熊可以将飞鸟击落。,,,4,,,,,
120501,12050,monkey_footman_lv1,猴子步卒,,,2024|10|20|0|0|0,0,skin_dec,,,也有从基层步卒步步高升，最终成为军团长的先例，但大多数步卒能够活下来已经是上天的恩赐了。,,,1,,,,,
120511,12051,mouse_scout_lv1,老鼠斥候,,,2030|1|1|0|0|0,0,skin_dec,,,“嘿，你看刚才过去的那个，是不是有点贼眉人眼？”,,,1,,,,,
110471,11047,werewolf_lv1,月夜人狼,,,2024|10|20|0|0|0,0,skin_dec,,,“真巧，我也知道！”月下的男子狂笑着。,,,1,,,,,
130461,13046,prom_prince_lv1,舞会王子,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
130471,13047,fairy_godmother_lv1,仙灵教母,,,2024|10|20|0|0|0,0,skin_dec,,,“我好像参加过你的百日宴。”,,,1,,,,,
140451,14045,snake_tiana_lv1,蛇人公主,,,2024|10|20|0|0|0,0,skin_dec,,,鱼虾，蛤贝，还有青蛙，真是人间美味！,,,1,,,,,
150471,15047,bloody_prince_lv1,鲜血王子,,,2024|10|20|0|0|0,0,skin_dec,,,追随父亲的步伐！,,,1,,,,,
140461,14046,war_giant_lv1,战争巨象,,,2024|10|20|0|0|0,0,skin_dec,,,冲锋！践踏！踩死这些蝼蚁们！,,,1,,,,,
110481,11048,triglodite_smith_lv1,穴居人铁匠,,,2024|10|20|0|0|0,0,skin_dec,,,叮叮当~叮叮当~锤砧响叮当~,,,1,,,,,
110491,11049,dragonkin_guard_lv1,龙人哨兵,,,2024|1|25|0|0|0,0,skin_dec,,,他只要吼一声，就会有成千上万的龙人士兵跑过来。,,,1,,,,,
130491,13049,island_turtle_lv1,岛龟,,,2024|10|20|0|0|0,0,skin_dec,,,大家别慌，只是乌龟伸了个懒腰，并不是地震。,,,1,,,,,
140481,14048,centaur_warrior_lv1,半人马战士,,,2024|10|20|0|0|0,0,skin_dec,,,虽然暗精灵盟友选择了投靠黑暗，半人马氏族仍然选择与自然站在一起。,,,1,,,,,
150481,15048,darkelf_commander_lv1,暗精灵司令,,,2024|10|20|0|0|0,0,skin_dec,,,自然不等于平衡，黑暗会给出他的答案。,,,1,,,,,
150482,15048,darkelf_commander_special1,暗精灵司令--戎装,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,,skin_darkelf_commander,自然不等于平衡，黑暗会给出他的答案。,,,2,special_epic,,,,
150491,15049,darkelf_druid_lv1,暗精灵德鲁伊,,,2024|10|20|0|0|0,0,skin_dec,,,感受混乱的自然之力。,,,1,,,,,
130481,13048,leviathan_lv1,海龙神,,,2024|10|20|0|0|0,0,skin_dec,,,没人能在大海中战胜我！,,,1,,,,,
310531,31053,10spear,十文字枪,,,2024|10|20|0|0|0,0,skin_dec,,,一寸长，一寸强。,,,1,,,,,
320531,32053,10spear,十文字枪,,,2024|10|20|0|0|0,0,skin_dec,,,一寸长，一寸强。,,,1,,,,,
330531,33053,10spear,十文字枪,,,2024|10|20|0|0|0,0,skin_dec,,,一寸长，一寸强。,,,1,,,,,
340531,34053,10spear,十文字枪,,,2024|10|20|0|0|0,0,skin_dec,,,一寸长，一寸强。,,,1,,,,,
350531,35053,10spear,十文字枪,,,2024|10|20|0|0|0,0,skin_dec,,,一寸长，一寸强。,,,1,,,,,
360531,36053,10spear,十文字枪,,,2024|10|20|0|0|0,0,skin_dec,,,一寸长，一寸强。,,,1,,,,,
220691,22069,sun_helmet,日轮之盔,,,2023|11|16|0|0|0,0,skin_dec,,,最好的材料才用于制作头盔。,,,1,,,,,
250691,25069,sun_helmet,日轮之盔,,,2023|11|16|0|0|0,0,skin_dec,,,最好的材料才用于制作头盔。,,,1,,,,,
260691,26069,sun_helmet,日轮之盔,,,2023|11|16|0|0|0,0,skin_dec,,,最好的材料才用于制作头盔。,,,1,,,,,
330541,33054,frozen_branch,冰枝,,,2024|10|20|0|0|0,0,skin_dec,,,吾之甘露，彼之毒药。,,,1,,,,,
340541,34054,frozen_branch,冰枝,,,2024|10|20|0|0|0,0,skin_dec,,,吾之甘露，彼之毒药。,,,1,,,,,
360541,36054,frozen_branch,冰枝,,,2024|10|20|0|0|0,0,skin_dec,,,吾之甘露，彼之毒药。,,,1,,,,,
400341,40034,cross_dart,十字镖,,,2024|10|20|0|0|0,0,skin_dec,,,忍者的标配。,,,1,,,,,
250701,25070,z4_medium_gloves2,淬毒手套,,,2023|12|16|0|0|0,0,skin_dec,,,浸透了毒液的手套本身就是一件危险的武器。,,,1,,,,,
240701,24070,z4_medium_gloves2,淬毒手套,,,2023|12|16|0|0|0,0,skin_dec,,,浸透了毒液的手套本身就是一件危险的武器。,,,1,,,,,
260701,26070,z4_medium_gloves2,淬毒手套,,,2023|12|16|0|0|0,0,skin_dec,,,浸透了毒液的手套本身就是一件危险的武器。,,,1,,,,,
110501,11050,grandma_lv1,慈祥的外婆,,,2023|11|16|0|0|0,0,skin_dec,,,知道小红帽秘密的只有小红帽的奶奶。,,,1,,,,,
120521,12052,cat_gunner_lv1,猫火枪兵,,,2024|10|20|0|0|0,0,skin_dec,,,在栅栏后面好好的教这些骑兵做人！,,,1,,,,,
130501,13050,sirens_lv1,塞壬,,,2024|10|20|0|0|0,0,skin_dec,,,听我的歌吧！水手。,,,1,,,,,
130511,13051,seadragon_guard_lv1,海龙将,,,2024|10|20|0|0|0,0,skin_dec,,,在水中没人能击败我！,,,1,,,,,
140491,14049,chimera_lv1,奇美拉,,,2023|12|16|0|0|0,0,skin_dec,,,“我准备好了！我还没准备好！”,,,1,,,,,
140501,14050,corrupt_tree_lv1,腐化树精,,,2023|8|1|0|0|0,0,skin_dec,,,它们也许昨天还是你的邻居。,,,1,,,,,
140502,14050,corrupt_tree_special1,腐化树精--瘟疫,special_skin,通行证任务解锁,2023|8|1|0|0|0,1,skin_dec2,腐化树精--瘟疫,skin_corrupt_tree,谁又能猜到树木也是传播瘟疫的一种途径呢？,,,2,special_epic,,,,
150501,15050,void_lord_lv1,虚空领主,,,2024|10|20|0|0|0,0,skin_dec,,,这些暗精灵们的动作实在太慢了，我来教你们什么是风卷残云！,,,1,,,,,
150511,15051,darkelf_archer_lv1,暗精灵弓弩手,,,2024|10|20|0|0|0,0,skin_dec,,,有时能中，有时不能中，这就是混沌的弓矢。,,,1,,,,,
310551,31055,katana,武士刀,,,2023|12|25|0|0|0,0,skin_dec,,,一刀两断！,,,1,,,,,
320551,32055,katana,武士刀,,,2023|12|25|0|0|0,0,skin_dec,,,一刀两断！,,,1,,,,,
350551,35055,katana,武士刀,,,2023|12|25|0|0|0,0,skin_dec,,,一刀两断！,,,1,,,,,
360551,36055,katana,武士刀,,,2023|12|25|0|0|0,0,skin_dec,,,一刀两断！,,,1,,,,,
220711,22071,shocking_grasp,雷鸣之爪,,,2023|12|25|0|0|0,0,skin_dec,,,魔爪指引雷电的方向。,,,1,,,,,
250711,25071,shocking_grasp,雷鸣之爪,,,2023|12|25|0|0|0,0,skin_dec,,,魔爪指引雷电的方向。,,,1,,,,,
260711,26071,shocking_grasp,雷鸣之爪,,,2023|12|25|0|0|0,0,skin_dec,,,魔爪指引雷电的方向。,,,1,,,,,
400351,40035,basket,一篮食物,,,2024|2|16|0|0|0,0,skin_dec,,,一篮子美味的美食，与家人一起享用。,,,1,,,,,
800011,80001,samateman_lv1,杀马特哥布林,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800021,80002,vip_card,会员卡,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
190161,19016,tony_goblin_lv1,首席总监 托尼,,,2030|1|1|0|0|0,0,skin_dec,,,我叫托尼，做头发找我。,,,1,,,,,
190171,19017,snow_white_lv1,天真无邪 白雪公主,,,2023|11|24|0|0|0,0,skin_dec,,,虽然从小被母后用作不死酒的人体实验素材，可是公主的内心还是如白雪一样的无暇。,,,1,,,,,
190172,19017,snow_white_special1,王都玫瑰 白雪公主,,活动获得,2024|2|1|0|0|0,1,skin_dec2,,skin_snow_white,“她是那么天真，又是那么脆弱。她只有四根没用的刺，却要用来对抗整个世界。”,,,2,special_rare,,,,
190181,19018,blood_white_lv1,复仇鲜血 白雪公主,,,2030|1|1|0|0|0,0,skin_dec,,,在复仇的烈焰中重生的鲜血公主，不死酒造就的是奇迹……还是怪物？,,,1,,,,,
190191,19019,cinderella_lv1,灰姑娘 辛德瑞拉,,,2023|9|1|0|0|0,0,skin_dec,,,即使被繁重的家务压得喘不过气来，辛德瑞拉依然是个喜欢幻想的小姑娘。,,,1,,,,,
190192,19019,cinderella_special1,家庭女仆 辛德瑞拉,,商店购买获得,2023|10|1|0|0|0,1,skin_dec2,家庭女仆 辛德瑞拉,skin_cinderella,终日劳作，未得片刻闲暇。,,,2,special_rare,,,,
190201,19020,princess_cinderella_lv1,舞会公主 辛德瑞拉,,,2030|1|1|0|0|0,0,skin_dec,,,“神啊，让我万人瞩目吧，哪怕一次也好！”,,,1,,,,,
110511,11051,fire_element_lv1,火焰元素,,,2024|10|20|0|0|0,0,skin_dec,,,构成世界的元素之一。,,,1,,,,,
110521,11052,phoenix_lv1,火凤凰,,,2024|10|20|0|0|0,0,skin_dec,,,热风是它的鲜血，烈焰是它的血肉。,,,1,,,,,
120531,12053,wolf_sumurai_lv1,狼人武士,,,2024|10|20|0|0|0,0,skin_dec,,,心狠手辣！,,,1,,,,,
130521,13052,stepmother_lv1,继母,,,2024|10|20|0|0|0,0,skin_dec,,,在亲生女儿眼里，她是世界上最好的母亲。,,,1,,,,,
140511,14051,curse_witch_lv1,诅咒女巫,,,2024|10|20|0|0|0,0,skin_dec,,,在森林中徘徊的女巫，会将所有嘲笑她的人诅咒成青蛙或者其他更加不堪的东西。,,,1,,,,,
150521,15052,pharmacy_queen_lv1,药剂皇后,,,2024|10|20|0|0|0,0,skin_dec,,,“看着吧弗拉德，我研究的药剂会超越你的不死酒，实现真正的永生不灭！”,,,1,,,,,
150522,15052,pharmacy_special1,药剂皇后,special_skin,,2024|10|20|0|0|0,1,skin_dec2,,skin_pharmacy,“看着吧弗拉德，我研究的药剂会超越你的不死酒，实现真正的永生不灭！”,,,2,special_epic,,,,
150531,15053,demon_hunter_lv1,猎魔人,,,2024|10|20|0|0|0,0,skin_dec,,,“皇后的命令是猎杀吸血鬼，可是敌人怎么会是圣骑士？”,,,1,,,,,
230721,23072,pumpkin_car,南瓜车,,,2023|9|1|0|0|0,0,skin_dec,,,载过的公主不计其数。,,,1,,,,,
250721,25072,pumpkin_car,南瓜车,,,2023|9|1|0|0|0,0,skin_dec,,,载过的公主不计其数。,,,1,,,,,
260721,26072,pumpkin_car,南瓜车,,,2023|9|1|0|0|0,0,skin_dec,,,载过的公主不计其数。,,,1,,,,,
210731,21073,skirt,舞会礼服,,,2023|9|16|0|0|0,0,skin_dec,,,不盛装的话是没法参加舞会的。,,,1,,,,,
220731,22073,skirt,舞会礼服,,,2023|9|16|0|0|0,0,skin_dec,,,不盛装的话是没法参加舞会的。,,,1,,,,,
230731,23073,skirt,舞会礼服,,,2023|9|16|0|0|0,0,skin_dec,,,不盛装的话是没法参加舞会的。,,,1,,,,,
240731,24073,skirt,舞会礼服,,,2023|9|16|0|0|0,0,skin_dec,,,不盛装的话是没法参加舞会的。,,,1,,,,,
250731,25073,skirt,舞会礼服,,,2023|9|16|0|0|0,0,skin_dec,,,不盛装的话是没法参加舞会的。,,,1,,,,,
260731,26073,skirt,舞会礼服,,,2023|9|16|0|0|0,0,skin_dec,,,不盛装的话是没法参加舞会的。,,,1,,,,,
320561,32056,crystal_shoes,水晶鞋,,,2023|9|1|0|0|0,0,skin_dec,,,众所周知水晶是种脆弱的宝石，因此穿上它的人都小心翼翼。,,,1,,,,,
330561,33056,crystal_shoes,水晶鞋,,,2023|9|1|0|0|0,0,skin_dec,,,众所周知水晶是种脆弱的宝石，因此穿上它的人都小心翼翼。,,,1,,,,,
350561,35056,crystal_shoes,水晶鞋,,,2023|9|1|0|0|0,0,skin_dec,,,众所周知水晶是种脆弱的宝石，因此穿上它的人都小心翼翼。,,,1,,,,,
360561,36056,crystal_shoes,水晶鞋,,,2023|9|1|0|0|0,0,skin_dec,,,众所周知水晶是种脆弱的宝石，因此穿上它的人都小心翼翼。,,,1,,,,,
400361,40036,apple,毒苹果,,,2023|11|24|0|0|0,0,skin_dec,,,越美丽越危险。,,,1,,,,,
800031,80003,archmage_special1,大法师（超觉醒）,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800041,80004,pumpkin_car2,华丽的南瓜车,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800051,80005,skirt2,华丽的礼服,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800061,80006,c_shoe,一只水晶鞋,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800071,80007,fire_ball,火球术,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
159061,15906,card_king_lv1_md,牌王,,,2023|1|1|0|0|0,0,skin_dec,,,只要有心，人人都可以成为牌王。,,,1,,,,,
800081,80008,fire_ball,火球术,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800091,80009,fire_ball,火球术,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800101,80010,fire_ball,火球术,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800231,80023,fire_ball,禁咒·火球术,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800241,80024,ice_ball,禁咒·冰焰术,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
800251,80025,hell_ball,禁咒·黑炎弹,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
190211,19021,cursed_frog_lv1,被诅咒者 弗洛格,,,2023|10|1|0|0|0,0,skin_dec,,,,,,1,,,,,
190212,19021,cursed_frog_special1,荒野求生 弗洛格,,新卡预购赠送,2030|1|1|0|0|0,1,skin_dec2,荒野求生 弗洛格,skin_cursed_frog,,,,2,special_rare,,,,
190221,19022,prince_frog_lv1,剑圣王子 弗洛格,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
110531,11053,ifrit_lv1,炎之魔神,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
110532,11053,ifrit_lv2,炎之魔神,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,,,,4,,,,,
110541,11054,fire_bat_lv1,火焰蝙蝠,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
120541,12054,squid_chef_lv1,鲶鱼厨师长,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
120551,12055,mummy_lv1,木乃伊,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
130531,13053,big_snowman_lv1,大雪人,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
150541,15054,dwarf_bloodknight_lv1,矮人血骑士,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
210741,21074,brigandarmor,土匪盔甲,,,2024|10|20|0|0|0,0,skin_dec,,,,,,1,,,,,
